shortdefinitions{
<ανά>γνωστος|hard to read
πελτοφόρος|bearing a target
πελωρίς|mussel
πελωχικόν|tax paid by millers
πελώριος|the mighty things
πεμμάτιον|small cake
πεμματολόγος|discoursing of cakes
πεμματουργός|pastrycook
πεμπάδαρχος|commander of a body of five
πεμπάζω|count on the five fingers
πεμπάς|the number five
πεμπαδικός|five-fold
πεμπαστής|one who counts
πεμπεβόηος|made of five ox-hides
πεμπτάκις|five times
πεμπτέος|to be sent
πεμπταίζω|on the fifthday
πεμπταῖος|on the fifth day
πεμπτημόριον|fifth part
πεμπτός2|sent
πεμπτός|sent
πεμπώβολον|five-pronged fork
πεμφηρίς|fish
πεμφιγώδης|accompanied by vesicular eruption
πεμφρηδών|wasp
πενέστης|labourer
πενέω|to be poor
πενία|poverty, need
πενεστεία|the class of serfs
πενεστικός|in the state of a
πενητεύω|to be poor
πενητυλίδας|starveling
πενθέριος|of or for a
πενθέτηρος|in the fifth year
πενθέω|bewail, lament
πενθήμερος|of five days
πενθήμων|mournful
πενθήρης|lamenting, mourning
πενθαλέος|sad, mourning
πενθεινός|mourning
πενθερά|mother-in-law
πενθεριδεύς|brother-in-law
πενθεροφθόρος|slaying one's father-in-law
πενθερός|father-in-law
πενθημίγυον|two and a half
πενθημερία|five days' labour
πενθημιαρτάβη|two and a half
πενθημιμερής|consisting of five halves
πενθημιπόδιος|consisting of five half-feet
πενθημισπίθαμος|spans long
πενθημιταλαντιαῖος|weighing
πενθηρός|of or for mourning
πενθητέον|one must lament
πενθητήρ|mourner
πενθητήριος|of or in sign of mourning
πενθικός|of or for mourning, mournful
πενθοποιέω|cause lamentation
πενιχρός|poor, needy
πεντάβραχυς|foot consisting of five short syllables
πεντάγαμβρος|with five sons-in-law
πεντάγραμμον|pentagram
πεντάγωνος|pentagonal
πεντάδιον|group of five
πεντάδλαδος|five-branched
πεντάδραχμος|of the weight or price of five drachmae
πεντάδωρος|five palms long
πεντάειδος|composed of five ingredients
πεντάζωνος|with five girdles or zones
πεντάθετος|composed of five ingredients
πεντάκις|five times
πεντάκλινος|with five couches
πεντάκωπος|fiveoared
πεντάλεκτρος|five times married
πεντάλιτρος|weighing five
πεντάμεροι|officials appointed for five days
πεντάμετρος|consisting of five measures or feet
πεντάμηνος|five months old
πεντάμνους|weighing five minae
πεντάμορφος|having five shapes
πεντάμυρον|ointment
πεντάοζος|having five knots
πεντάπεδος|five feet long
πεντάπλεθρος|five
πεντάπλευρον|figure with five sides
πεντάπλοκος|five times twisted
πεντάπολις|league of five cities
πεντάπορος|with five passages
πεντάπτωτος|with five cases
πεντάπυλος|with five gates
πεντάρουρος|holder of five
πεντάρραβδος|consisting of five staves or lines
πεντάρραγος|with five berries
πεντάς|group of five
πεντάσκαλμος|with five sets of tholes
πεντάστιχος|of five lines or verses
πεντάστοιχος|five-rowed
πεντάστομος|with five mouths or openings
πεντάσχημος|of five different forms
πεντάσχοινος|five
πεντάτευχος|the Pentateuch
πεντάφυλλον|cinquefoil, Potentilla reptans
πεντάχοος|holding five
πεντάχορδος|five-stringed
πεντάχρονος|consisting of five time-units
πεντέβαθμος|of five steps
πεντέγραμμος|consisting of five lines
πεντέδραχμος|at the price of five
πεντέκοσμος|of five worlds
πεντέκτενος|with five purple threads woven zig-zag round the border
πεντέλιθα|the five stones
πεντέλοιπος|remaining out of five, last of five
πεντέμυχος|of five sanctuaries
πεντέπους|of five feet, five feet long
πεντέτης|of five years
πεντέχαλκον|piece of five
πεντέχους|holding five
πεντέχρονον|space of five years
πεντήκοντα|fifty
πεντήρης|quinquereme
πενταέτηρος|five years old
πενταγωνικός|pentagonal
πενταγωνισμός|pentagonwise
πενταδάκτυλος|with five fingers or toes
πενταδακτυλιαῖος|five-pointed, five-rayed
πενταετής|lasting five years
πενταετία|the age of five
πενταετίζομαι|to be five years old
πενταετηρία|period of five years
πενταετηρίς|lustrum
πενταετηρικός|falling every four ( = five inclusive) years, quinquennial
πενταθλεύω|practise the
πενταθλητικός|in the
πεντακάτιοι|Foed. Delph. Pell.
πεντακέλευθος|with five ways
πεντακέφαλος|with five heads
πεντακισμύριοι|fifty thousand
πεντακισχίλιοι|five thousand
πεντακοσιάρχης|commander of
πεντακοσιαρχία|command of
πεντακοσιομέδιμνος|possessing land which produced
πεντακοσιοστός|five-hundredth
πεντακοσιοστύς|company of
πεντακοσιόδραχμος|consisting of
πεντακυμία|fifth wave
πεντακόλουρος|five times truncated
πεντακόσιοι|five hundred
πενταμαριτεύω|hold office for five days
πενταμερής|consisting of five parts
πενταμοδιαῖος|holding five modii
πενταμοιρία|arc of five degrees
πενταμοιριαῖος|of five degrees
πενταναία|squadron of five vessels, Hell. Oxy.
πεντανούμμιον|a piece of five sesterces
πενταξεστιαῖον|measure containing five sextarii
πενταξός|five-fold
πενταούγκιον|quincunx
πενταπάλαιστος|five handbreadths wide, long
πενταπήχης|five cubits long or broad
πενταπλάσιος|five-fold
πενταπλασίων|five-fold
πενταπλασιάζομαι|to be multiplied by five
πενταπλασιεπίπεμπτος|five and
πενταπλασιεπίτριτος|five and
πενταπλασιεπιτέταρτος|five and
πενταπλασιεφήμισυς|five and
πενταπλασιότης|a being the fifth multiple
πενταπλόος|five-fold
πενταπρωτεία|board of the first five men
πενταρταβία|contribution of five
πενταρταβιαῖος|of five
πενταρχία|magistracy of the Five
πεντασπίθαμος|five spans long, broad
πενταστάδιος|of five stades
πενταστάτηρος|five
πεντασυλλάβως|in five syllables
πεντασυλλαβία|having five syllables
πενταφάρμακος|consisting of five drugs or ingredients : pentapharmacum, Hist. Aug.Hel.
πενταφυής|of five-fold nature : five
πενταφυλία|five-fold order of priests
πενταφύλακος|divided into five watches
πενταφύλλος|five-petalled
πενταχίλιοι|five thousand
πενταχοίνικος|containing five
πενταχοῦ|in five places
πενταχῶς|in five ways
πεντεβάλανος|with five wards
πεντεδάκτυλος|measuring five finger-breadths
πεντεδραχμία|sum of five
πεντεκαίδεκα|fifteen
πεντεκαιδέκανδρος|XV vir sacris faciundis
πεντεκαιδέκατος|fifteenth
πεντεκαιδεκάγωνον|figure with fifteen angles
πεντεκαιδεκάκις|fifteen times
πεντεκαιδεκάπηχυς|fifteen cubits long or broad
πεντεκαιδεκάχορδος|with fifteen strings
πεντεκαιδεκήρης|with fifteen banks of oars
πεντεκαιδεκαετής|fifteen years old
πεντεκαιδεκαετηρίς|term of fifteen years
πεντεκαιδεκαμναῖος|weighing fifteen minae
πεντεκαιδεκαναία|squadron of fifteen ships
πεντεκαιδεκαπλασίων|fifteen-fold
πεντεκαιδεκατάλαντος|worth fifteen talents
πεντεκαιδεκαταῖος|on the fifteenth day
πεντεκαιδεκατημόριον|fifteenth part
πεντεκαιδεχήμερος|of fifteen days
πεντεκαιείκοσι|twentyfive
πεντεκαιεικοσάσημος|of twentyfive time-units
πεντεκαιεικοσιέτης|twentyfive years old
πεντεκαιεικοστός|twenty-fifth
πεντεκαιπεντηκονταετής|fifty-five years old
πεντεκαιτεσσαράκοντα|forty-five
πεντεκαιτεσσαρακονθήμερος|in forty-five days
πεντεκαιτριακοντάμετρος|of thirty-five metres
πεντελιθίζω|play
πεντεμυριομέδιμνος|of fifty thousand medimni burden
πεντενιαύσιος|lasting five years
πεντεσύριγγος|with five holes
πεντετάλαντος|worth or consisting of five talents
πεντετηρίς|term of five years
πεντετηρικός|happening every five years, quinquennial
πεντετριάζομαι|to be conquered five times
πεντηκονθήμερος|of fifty days
πεντηκοντάδραχμος|worth fifty drachmae
πεντηκοντάκολλος|made of fifty sheets
πεντηκοντάλιτρος|of fifty
